4.4
3.6
2.8
2.9
3.5
1.6
2.1
3
1.9
3.5
3.9
1.7
3.5
0.9
0.65
1.8
0.27
2
1.1
1.1
2.9
4.9
4.8
1.9
2.8
3.4
5.2
4.1
7.4
1.3
